Emapp,id,Produit,Code NFH,Famille,Ss-Famille,Gamme,Variante,Conditmt,Prix indicatif,Unite Energ.,Poids/Volume par piece,Calcium,Sodium,Proteines,Glucides,Lipides,kJ,kcal,dont acides gras satures,dont sucres,% de net
EMApp,636,Boeuf-Macreuse rôti,10.07,Viandes_Poissons,Bœuf,brut,,Kg,9.50 €,kg,1,0,0,19.50,0,3.49,461,109,1.23,0,1
EMApp,637,Mâche,10.09,Fruits_et_légumes,Légumes,cru sous vide,,Kg,7.60 €,kg,1,90.70,7.12,2.02,1.25,0.40,87,21,0.07,0,1
EMApp,638,Mâche,10.10,Fruits_et_légumes,Légumes,brut,epluchée,Kg,7.60 €,kg,1,90.70,7.12,2.02,1.25,0.40,87,21,0.07,0,1
EMApp,639,Mâche,10.10,Fruits_et_légumes,Légumes,brut,,Kg,4.60 €,kg,1,90.70,7.12,2.02,1.25,0.40,87,21,0.07,0,0.70
EMApp,640,Macédoine de légumes,10.14,Epicerie,Epicerie,appertisé,,Boite 5/1,3.60 €,kg,1,35.50,358,1.90,6.70,0.80,200,47.60,0.05,2.41,1
EMApp,641,Macaronis,10.14,Epicerie,Epicerie,déshydraté,,kg,1.18 €,kg,1,41.25,287,12.10,74.25,1.87,1582,375,0.25,1.17,1
EMApp,642,Fromage-Maasdam,10.12,BOF,Fromages affinés à pâte ferme,brut,entier,kg,8.82 €,kg,1,495,382,26.50,0,27.30,1470,354,18.80,0,1
EMApp,643,Lotte ou Baudroie,10.08,Viandes_Poissons,Poisson,brut,,Kg,39.80 €,kg,1,12,26,22.70,0,0.64,410,97,0.18,0,0.50
EMApp,644,Porc-Echine (rôti),10.07,Viandes_Poissons,Porc,brut,,Kg,3.86 €,kg,1,18,0,27.30,0,13.90,1014,242,4.20,0,0.90
EMApp,645,Lolorossa,10.10,Fruits_et_légumes,Légumes,brut,,Kg,0.88 €,kg,1,44.70,13.20,1.34,1.39,0.20,58,14,0.04,1.19,0.90
EMApp,646,Fromage-Livarot,10.12,BOF,Fromages affinés à pâte molle,brut,entier,colis,6.98 €,kg,1,654,744,22.10,4.85,20.70,1230,296,13.40,0,1
EMApp,647,Litchi,10.10,Fruits_et_légumes,Fruits,brut,,Kg,2.85 €,kg,1,5,1,0.82,14,0.42,294,69,0.10,14,0.60
EMApp,648,Limande (filet),10.08,Viandes_Poissons,Poisson,brut,,Kg,13.50 €,kg,1,54.30,116,16.60,0,1.34,332,79,0.33,0,0.90
EMApp,649,Poisson-Filet (Lieu ou colin d'Alaska),10.08,Viandes_Poissons,Poisson,brut,,Kg,5.95 €,kg,1,13.10,158,15.30,0,0.60,271,64,0.06,0,0.90
EMApp,650,Lieu noir (filet),10.08,Viandes_Poissons,Poisson,brut,,Kg,8.50 €,kg,1,23.90,81.80,18.20,0,1,346,82,0.14,0,0.90
EMApp,651,Lieu,10.02,Surgelés,Surgelé poisson,surgelé,filet,Kg,5.95 €,kg,1,14.30,155,18.80,0,0.37,333,79,0,0,1
EMApp,652,Liégeois,10.12,BOF,Desserts lactés frais ou UHT,brut,vanille pot,colis,0.19 €,piece,0.125,87.10,59.10,3.30,15.90,8.76,651,156,4.87,14,1
EMApp,653,Liégeois,10.12,BOF,Desserts lactés frais ou UHT,brut,chocolat pot,colis,0.19 €,piece,0.125,87.10,59.10,3.30,15.90,8.76,651,156,4.87,14,1
EMApp,654,Liégeois,10.12,BOF,Desserts lactés frais ou UHT,brut,caramel pot,colis,0.19 €,piece,0.125,87.10,59.10,3.30,15.90,8.76,651,156,4.87,14,1
EMApp,655,Liégeois,10.12,BOF,Desserts lactés frais ou UHT,brut,café pot,colis,0.19 €,piece,0.125,87.10,59.10,3.30,15.90,8.76,651,156,4.87,14,1
EMApp,656,Levure de boulanger,10.14,Epicerie,Epicerie,déshydraté,,Kg,0.01 €,kg,1,20,0,13.20,6,0.50,340,81,0,0,1
EMApp,657,Levure chimique,10.14,Epicerie,Epicerie,déshydraté,,Kg,16.02 €,kg,1,130,0,48.00,23.70,5.40,1530,362,0,0,1
EMApp,658,Lentille verte sèche,10.14,Epicerie,Epicerie,déshydraté,,kg,1.45 €,kg,1,64,5,25.10,44.50,1.80,1380,327,0.24,1.10,1
EMApp,659,Lentille paysanne,10.14,Epicerie,Epicerie,appertisé,Boite 5/1,Boite 5/1,8.10 €,kg,1,29,397,5.80,11.70,0.60,349,83,0.16,0.90,1
EMApp,660,Légume couscous,10.14,Epicerie,Epicerie,appertisé,Boite 5/1,Boite 5/1,6.60 €,kg,1,0,0,1.30,3.80,0.60,123,29,0,0,1
EMApp,661,Legume couscous,10.03,Surgelés,Surgelé légume,surgelé,,Kg,0.79 €,kg,1,0,3,1.90,16,0.50,317,76,0,0,1
EMApp,662,Laurier,10.14,Epicerie,Epicerie,déshydraté,,kg,42 €,kg,1,834,23,7.61,48.60,8.36,1480,353,2.28,48.60,1
EMApp,663,Lardons natures - cru,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,6.60 €,kg,1,20,1230,15.40,0.40,22.50,1180,284,8.51,0,1
EMApp,664,Lardons Fumés - cru,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,3.79 €,kg,1,18.20,1290,16.40,0.60,21.80,1100,266,8.25,0,1
EMApp,665,Lapin,10.07,Viandes_Poissons,Volaille,brut,,Kg,16.60 €,kg,1,124,120,20.50,0.50,9.20,689,165,4.02,0,0.50
EMApp,666,Langue,10.07,Viandes_Poissons,Bœuf,brut,,Kg,17.90 €,kg,1,14.50,75.30,15.10,0.40,13.80,774,186,5.19,0,0.80
EMApp,667,Fromage-Langres,10.12,BOF,Fromages affinés à pâte molle,brut,entier,piece,5.09 €,kg,1,188,547,17.20,0.68,24.60,1220,293,15.90,0.68,1
EMApp,668,Langouste (cuite ),10.08,Viandes_Poissons,Crustacés et mollusques,brut,,Kg,110 €,kg,1,63,227,26.40,3.11,1.94,573,136,0.29,0,0.30
EMApp,669,Laitue,10.10,Fruits_et_légumes,Légumes,brut,epluchée,Kg,3.65 €,kg,1,44.70,13.20,1.34,1.39,0.20,58,14,0.04,0.63,1
EMApp,670,Laitue,10.10,Fruits_et_légumes,Légumes,brut,,Kg,0.88 €,kg,1,44.70,13.20,1.34,1.39,0.20,58,14,0.04,0.63,0.50
EMApp,671,Lait gelifié,10.12,BOF,Desserts lactés frais ou UHT,brut,chocolat pot,colis,0.10 €,piece,0.125,102,42.90,3.18,26,3.10,611,145,1.93,21.30,1
EMApp,672,Lait gelifié,10.12,BOF,Desserts lactés frais ou UHT,brut,vanille pot,colis,0.10 €,piece,0.125,118,51.20,3.00,12,1.50,320,75,0.90,11,1
EMApp,673,Lait gelifié,10.12,BOF,Desserts lactés frais ou UHT,brut,caramel pot,colis,0.10 €,piece,0.125,118,51.20,3.00,13,1.50,340,80,0.90,12,1
EMApp,674,Lait entier,10.12,BOF,Laits,cuit sous vide,uht,litre,0.68 €,litre,1,112,42.20,3.20,4.67,3.71,271,64.90,2.30,4.20,1
EMApp,675,Lait entier,10.12,BOF,Laits,cuit sous vide,pasteurisé,litre,0.68 €,litre,1,117,52.20,3.20,4.62,3.54,264,63.10,1.46,4.20,1
EMApp,676,Lait demi-écrémé,10.12,BOF,Laits,brut,uht litre,litre,0.57 €,litre,1,116.90,43.10,3.30,4.83,1.53,195,46.30,0.92,4.60,1
EMApp,677,Lait concentré sucré,10.12,BOF,Laits,cuit sous vide,sucré,boite,4.94 €,litre,1,290,85.20,7.70,55.90,8.47,1390,331,5.28,55.90,1
EMApp,678,Lait concentré,10.12,BOF,Laits,cuit sous vide,non sucré,boite,4.88 €,litre,1,286,109,7.35,25.60,7.53,839,200,4.59,10,1
EMApp,679,Lait écremé,10.12,BOF,Laits,cuit sous vide,uht outre,outre,0.55 €,litre,1,113,41.80,3.28,4.32,0.15,135,31.80,0.11,3.80,1
EMApp,680,Kiwi,10.10,Fruits_et_légumes,Fruits,brut,,unité,0.25 €,piece,0.080,26.60,3.10,1.10,9.37,0.73,243,58,0.03,9.10,0.90
EMApp,681,Ketchup,10.14,Epicerie,Epicerie,appertisé,,kg,0.89 €,kg,1,21.40,1400,2.20,26.60,0.10,505,119,0,18,1
EMApp,682,Kaki,10.10,Fruits_et_légumes,Fruits,brut,,Kg,2.36 €,kg,1,11.30,5,0.63,13.70,0.26,285,68,0.03,13.70,0.60
EMApp,683,Jus d'orange,10.11,Epicerie,Epicerie,,Liquide,Litre,0.72 €,litre,1,50.10,2.20,0.57,8.66,0.10,175,41.30,0.02,8.14,1
EMApp,684,Jus de veau,10.14,Epicerie,Epicerie,déshydraté,,boite,3.80 €,kg,1,0,0,0.50,3.50,1.50,130,30,0,0,1
EMApp,685,Jus de rôti d’agneau,10.14,Epicerie,Epicerie,déshydraté,,boite,2.17 €,kg,1,0,0,0.40,3.30,0.20,72,17,0,0,1
EMApp,686,Jus de pommes brick,10.14,Epicerie,Epicerie,,Liquide,Litre,1.55 €,litre,1,2.42,1.55,0.10,9.90,0.10,180,42,0,9.65,1
EMApp,687,Jus de citron vert,10.14,Epicerie,Epicerie,,Liquide,Litre,5.50 €,litre,1,12,16,0.20,1.50,0.20,104,24,0.03,1.37,1
EMApp,688,Jus de citron,10.14,Epicerie,Epicerie,,Liquide,Litre,2.24 €,litre,1,11,21,0.40,6.10,0.29,119.60,28.60,0.04,2.40,1
EMApp,689,Jus d' orange concentré,10.14,Epicerie,Epicerie,,Liquide,Litre,9.11 €,litre,1,8.15,1.62,0.71,8.85,0.25,180,42.40,0.05,8.21,1
EMApp,690,Julienne de légume,10.03,Surgelés,Surgelé légume,surgelé,,Kg,1.30 €,kg,1,43,9,1.20,3,0.20,82,19,0,0,1
EMApp,691,Julienne ss peau ss aretes filet,10.08,Viandes_Poissons,Poisson,brut,,Kg,10 €,kg,1,25,120,18.80,0,0.70,346,82,0.01,0,0.90
EMApp,692,Julienne sspeau ss aretes,10.02,Surgelés,Surgelé poisson,surgelé,filet,Kg,4.35 €,kg,1,25,120,18.80,0,0.70,346,82,0,0,1
EMApp,693,Joue,10.07,Viandes_Poissons,Bœuf,brut,,Kg,14 €,kg,1,0,0,20.00,0,3.56,472,112,0,1.52,0.80
EMApp,694,Oeuf jaune liquide,10.12,BOF,Oeufs et dérivés,brut,bidon,L,4.01 €,litre,1,91.60,34.50,16.00,0.50,31,1430,345,8.48,0.50,1
EMApp,695,Veau-Jarret,10.07,Viandes_Poissons,Veau,brut,,Kg,10.90 €,kg,1,0,90,19.00,0,3.65,458,109,1.11,0,0.50
EMApp,696,Jardinière de légume,10.03,Surgelés,Surgelé légume,surgelé,,Kg,0.71 €,kg,1,41,30,2.57,5.23,0.03,131,31,0,0,1
EMApp,697,Jambonneau demi sel,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,5.21 €,kg,1,0,910,20.60,1.10,6.40,606,144,1.96,0.75,1
EMApp,698,Jambon sec,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,6.96 €,kg,1,16.30,2430,26.60,1.80,9.10,818,195,3.29,0.30,1
EMApp,699,Porc - Jambon Grill fumé,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,4.48 €,kg,1,0,0,22.00,0.80,4,531,127,0.45,0,1
EMApp,700,Jambon de volaille,10.07,Viandes_Poissons,Charcuterie,brut,,kg,7.80 €,kg,1,10,730,21.40,0.50,2.14,451,107,0.72,0.46,1
EMApp,701,Jambon de vendée,10.07,Viandes_Poissons,Charcuterie,brut,,kg,5.31 €,kg,1,0,0,25.00,0,5,606,145,0.45,0,1
EMApp,702,Jambon cuit DD supérieur,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,4.13 €,kg,1,7.20,745,20.90,0.50,3.20,479,114,1.08,0,1
EMApp,703,Jambon cuit,10.07,Viandes_Poissons,Charcuterie,brut,,Kg,6.12 €,kg,1,7.14,829,24.00,1.26,4.90,508,121,0.39,1.26,1
EMApp,704,Huître creuse. crue,10.08,Viandes_Poissons,Crustacés et mollusques,brut,,Kg,8 €,kg,1,74.60,580,6.36,0.80,1.50,177,42,0.33,0,1
EMApp,705,Huile d’olive,10.14,Epicerie,Epicerie,,Liquide,Litre,3.20 €,litre,1,2.57,1.11,0.00,0,100,3700,900,11.90,0,1
EMApp,706,Huile friture,10.14,Epicerie,Epicerie,,Liquide,Litre,2.06 €,litre,1,0,0,0.00,0,100,3700,900,92.60,0,1
EMApp,707,Huile de noix,10.14,Epicerie,Epicerie,,Liquide,Litre,3.52 €,litre,1,0,0,0.00,0,100,3700,900,9.87,0,1
EMApp,708,Huile colza,10.14,Epicerie,Epicerie,,Liquide,Litre,1.41 €,litre,1,5.60,5.49,0.00,0,100,3700,900,6.98,0,1
EMApp,709,Huile arachide,10.14,Epicerie,Epicerie,,Liquide,Litre,2.74 €,litre,1,0,0,0.00,0,99.40,3680,895,16,0,1
EMApp,710,Homard. cuit,10.08,Viandes_Poissons,Crustacés et mollusques,brut,,Kg,30.70 €,kg,1,66.50,350,22.10,0.30,1.60,440,104,0.20,0,0.30
EMApp,711,Hoki,10.02,Surgelés,Surgelé poisson,surgelé,pané,Kg,3.71 €,kg,1,6.50,70.80,13.80,16.50,6.90,754,182,0,0,1
EMApp,712,Herbes de provence,10.14,Epicerie,Epicerie,déshydraté,,boite,8.64 €,kg,1,0,0,7.80,65,9.60,1581,378,0,0,1
EMApp,713,Poulet-Haut de Cuisse,10.07,Viandes_Poissons,Volaille,brut,130-160g,Kg,2.87 €,kg,1,5.80,103,26.20,0,9.60,801,191,2.97,0,0.50
EMApp,714,Harissa,10.14,Epicerie,Epicerie,appertisé,,boite,1.33 €,kg,1,78.10,1120,2.70,7.10,2.90,315,76,0,0,1
EMApp,715,Haricots verts extra fins,10.14,Epicerie,Epicerie,appertisé,Boite 5/1,Boite 5/1,3.95 €,kg,1,48.10,281,1.30,2.70,0.10,100,24,0.03,0.86,1
EMApp,716,Haricots beurre extra fin,10.14,Epicerie,Epicerie,appertisé,Boite 51,Boite 51,7.90 €,kg,1,42.90,273,1.48,2.80,0.13,98.70,23.60,0.03,1.25,1
EMApp,717,Haricots beurre extra fin,10.03,Surgelés,Surgelé légume,surgelé,,Kg,1.02 €,kg,1,56,8,3.00,3.10,0,104,24,0,0,1
EMApp,718,Haricot vert,10.03,Surgelés,Surgelé légume,surgelé,extra fin,Kg,1.38 €,kg,1,56,8,1.70,4.43,0.10,134,32,0,0,1
EMApp,719,Haricot rouge,10.14,Epicerie,Epicerie,appertisé,Boite 5/1,Boite 5/1,2.69 €,kg,1,42.90,161,8.58,14.40,0.52,469,111,0.08,3.80,1
EMApp,720,Haricot midnight black,10.14,Epicerie,Epicerie,déshydraté,,Kg,3 €,kg,1,68.30,405,7.26,29.50,0.49,705,150,0.08,0.29,1
EMApp,721,Haricot blanc,10.14,Epicerie,Epicerie,déshydraté,,Kg,2.65 €,kg,1,68.30,405,7.26,11.80,0.49,397,94.30,0.08,0.29,1
EMApp,722,Haricot blanc,10.10,Fruits_et_légumes,Légumes,brut,,Kg,2.65 €,kg,1,55,77.50,8.40,13.60,0.30,437,104,0.10,0.76,1
EMApp,723,Hareng,10.08,Viandes_Poissons,Poisson,brut,,Kg,2.50 €,kg,1,0,160,23.00,0,10.20,768,184,2.80,0,0.50
EMApp,724,Boeuf-Hampe,10.07,Viandes_Poissons,Bœuf,brut,100-120 g,Kg,16.40 €,kg,1,0,0,18.00,0,8.62,625,150,3.91,0,0.80
EMApp,725,Hamburger de veau,10.01,Surgelés,Surgelé viande,surgelé,120g,Kg,3.05 €,kg,1,0,0,16.00,0.50,15,836,201,0,0,0.80
EMApp,726,Fromage-Gruyère,10.12,BOF,Fromages affinés à pâte dure,brut,portion,carton,0.23 €,piece,0.025,1020,361,27.20,1.40,33.40,1730,416,20.10,0.36,1
EMApp,727,Fromage-Gruyère,10.12,BOF,Fromages affinés à pâte dure,brut,bloc,kg,13.34 €,kg,1,1020,361,27.20,1.40,33.40,1730,416,20.10,0.36,1
EMApp,728,Groseilles,10.10,Fruits_et_légumes,Fruits,brut,,Kg,2.55 €,kg,1,36,2,1.10,6.14,0.50,232,55.40,0.13,5.39,0.80
EMApp,729,Grenade,10.10,Fruits_et_légumes,Fruits,brut,,Kg,8.55 €,kg,1,4.33,4.33,1.06,13.60,0.56,301,71,0.08,13.60,0.80
EMApp,730,Grand Marnier,10.14,Epicerie,Epicerie,déshydraté,,Litre,9.80 €,litre,1,0,0,0.00,0,0,318,76,0,0,1
EMApp,731,Goyave,10.10,Fruits_et_légumes,Fruits,brut,,Kg,4.65 €,kg,1,15,0,0.70,11,0.60,217,52,0.05,9,0.80
EMApp,732,Fromage-Gouda,10.12,BOF,Fromages affinés à pâte ferme,brut,portion,carton,0.15 €,piece,0.025,736,747,24.00,0,29.90,1520,365,18.30,0,1
EMApp,733,Fromage-Gouda,10.12,BOF,Fromages affinés à pâte ferme,brut,bloc,kg,8.32 €,kg,1,736,747,24.00,0,29.90,1520,365,18.30,0,1
EMApp,734,Fromage-Gorgonzola,10.12,BOF,Fromages affinés à pâte persillée,brut,bloc,kg,12.39 €,kg,1,612,1450,19.40,0.10,31.20,1500,362,20.20,0,1
EMApp,735,Glucose,10.14,Epicerie,Epicerie,déshydraté,,Kg,1.71 €,kg,1,0,0,0.00,100,0,1672,400,0,100,1
EMApp,736,Clou de girofle,10.14,Epicerie,Epicerie,déshydraté,,kg,10.80 €,kg,1,632,277,5.97,31.60,13,1390,335,3.95,2.38,1
EMApp,737,Gingembre,10.10,Fruits_et_légumes,"Herbes, épices et assaisonnements",brut,,Kg,2.41 €,kg,1,114,27,8.98,57.50,4.24,1400,332,0,0,0.80
EMApp,738,Gingembre,10.14,Epicerie,Epicerie,déshydraté,,Kg,3.36 €,kg,1,114,27,8.90,57.50,4.24,1400,332,0,0,1
EMApp,739,Agneau-Gigot,10.07,Viandes_Poissons,Agneau,brut,,Kg,11.90 €,kg,1,10,71.30,17.80,0,6.29,535,128,2.58,0,0.50
EMApp,740,Gésiers confits de canard,10.07,Viandes_Poissons,Volaille,brut,,Kg,5.09 €,kg,1,9,766,30.70,0,10.50,910,217,4.80,0,0.90
EMApp,741,Génoise,10.14,Epicerie,Epicerie,déshydraté,en plaque,Unité,10.82 €,kg,1,0,0,7.90,54.10,7.40,1334,316,0,40,1
EMApp,742,Gateau génoise,10.14,Epicerie,Epicerie,déshydraté,,Unité,10.82 €,kg,1,0,0,7.90,54.10,7.40,1334,316,0,40,1
EMApp,743,Gelée groseille,10.14,Epicerie,Epicerie,appertisé,,kg,1.84 €,kg,1,13,0,0.60,58.60,0.20,1020,241,0,56,1
EMApp,744,Gâteau sablé nature,10.14,Epicerie,Epicerie,déshydraté,,Unité,0.09 €,piece,0.013,26.20,313,7.55,64.80,21.50,2040,486,12.20,24.50,1
EMApp,745,Gâteau sablé fruit,10.14,Epicerie,Epicerie,déshydraté,,Unité,0.09 €,piece,0.013,46,140,4.10,69.10,10.80,1670,396,4.69,44.20,1
EMApp,746,Gâteau sablé chocolat,10.14,Epicerie,Epicerie,déshydraté,,Unité,0.09 €,piece,0.013,59.40,247,6.70,60,24.10,2050,490,12.60,30.80,1
EMApp,747,Gâteau palet breton,10.14,Epicerie,Epicerie,déshydraté,,Unité,0.09 €,piece,0.013,26.20,313,7.55,64.80,21.50,2040,486,12.20,24,1
EMApp,748,Gâteau marbré,10.14,Epicerie,Epicerie,déshydraté,,Unité,0.15 €,piece,0.040,85,457,5.70,48,23.70,1810,433,9.41,27,1
EMApp,749,Gâteau madeleine,10.14,Epicerie,Epicerie,déshydraté,,Unité,0.15 €,piece,0.040,24.90,321,6.70,54.20,22.20,1870,447,6.32,19,1
EMApp,750,Gâteau galette bretonne,10.14,Epicerie,Epicerie,déshydraté,,Unité,0.15 €,piece,0.040,26.20,544,7.55,64.80,21.50,2040,486,12.20,24.50,1
EMApp,751,Gâteau croissant,10.14,Epicerie,Epicerie,déshydraté,,Unité,0.15 €,piece,0.040,50,544,6.90,47.70,20.80,1730,413,10.70,3.69,1
EMApp,752,Gâteau cookie,10.14,Epicerie,Epicerie,déshydraté,,Unité,0.15 €,piece,0.040,35.60,401,6.52,61.30,25.40,2110,504,12.30,31,1
EMApp,753,Gâteau cake,10.14,Epicerie,Epicerie,déshydraté,,Unité,0.15 €,piece,0.040,38.60,244,5.00,55.70,15.30,1650,392,2.97,25,1
EMApp,754,Gâteau boudoir,10.14,Epicerie,Epicerie,déshydraté,,Unité,0.15 €,piece,0.040,26.80,110,8.16,80.30,3.71,1640,388,0.72,55,1
EMApp,755,Gâteau baba,10.14,Epicerie,Epicerie,déshydraté,,Unité,0.15 €,piece,0.040,44.30,44.30,3.20,29.90,8.76,983,234,5.71,18.50,1
EMApp,756,Garniture framboise,10.14,Epicerie,Epicerie,déshydraté,,kg,17.38 €,kg,1,0,0,0.00,0,0,0,0,0,0,1
EMApp,757,Cerise amarena,10.14,Epicerie,Epicerie,déshydraté,Boite 4/4,Boite 4/4,15.30 €,kg,1,0,118,0.90,63,0.30,1108,261,0.20,42,0.96
EMApp,758,Galette bretonne,10.12,BOF,Oeufs et dérivés,cuit sous vide,nature,piece,0.32 €,piece,0.030,21.60,544,5.83,30.20,1.74,681,161,0.48,7.20,1
EMApp,759,Galantine,10.07,Viandes_Poissons,Charcuterie,brut,,kg,21.90 €,kg,1,0,810,15.90,6.52,16.50,996,239,5.83,0,1
EMApp,760,Fumet de poisson,10.14,Epicerie,Epicerie,déshydraté,Liquide,pot,1.67 €,kg,1,0,0,0.50,2,1,70,15,0,0,1
EMApp,761,Fruit de la passion,10.10,Fruits_et_légumes,Fruits,brut,,Kg,7.75 €,kg,1,10.40,28,2.20,9.48,0.70,353,84,0.06,9.48,0.50
EMApp,762,Fruit confit,10.14,Epicerie,Epicerie,déshydraté,,Kg,2.97 €,kg,1,0,0,0.34,82.80,0.07,1346,322,0.01,80.68,1
EMApp,763,Fruit rouge,10.03,Surgelés,Surgelé fruit,surgelé,,Kg,7.50 €,kg,1,27.10,1.84,1.10,5.30,0.62,196,47,0,0,1
EMApp,764,Fromage frais portion,10.12,BOF,Fromages ultrafrais,brut,portion,kg,0.13 €,piece,0.020,85,610,15.00,3,13.30,801.30,191.70,8.40,3,1
EMApp,765,Fromage fondu,10.12,BOF,Fromages fondus,brut,portion,carton,0.12 €,piece,0.025,576,737,10.20,6.50,22.50,1150,277,13.90,6.50,1
EMApp,766,Fromage de tête,10.07,Viandes_Poissons,Charcuterie,brut,,kg,8.63 €,kg,1,21,830,14.70,0,12,697,168,4.19,0,1
EMApp,767,Fromage blanc battu,10.12,BOF,Fromages ultrafrais,brut,portion,colis,0.17 €,piece,0.100,113,32.70,6.80,3.47,8.11,484,116,5.60,3,1
EMApp,768,Fromage blanc battu,10.12,BOF,Fromages ultrafrais,brut,pot 100G 1/2 écrémé,colis,0.25 €,piece,0.100,111,29.20,7.54,3.68,3.22,320,76.10,0.70,3.42,1
EMApp,769,Fromage blanc battu,10.12,BOF,Fromages ultrafrais,brut,entier,seau,1.48 €,kg,1,113,32.70,6.80,3.47,8.11,484,116,5.60,3,1
EMApp,770,Fromage blanc battu,10.12,BOF,Fromages ultrafrais,brut,1/2 écrémé,seau,1.32 €,kg,1,111,29.20,7.54,3.68,3.22,320,76.10,0.70,3.42,1
EMApp,771,Fromage blanc battu,10.12,BOF,Fromages ultrafrais,brut,0% MG,seau,1.28 €,kg,1,118,42.10,7.40,4,0.18,200,47.20,0.12,4,1
EMApp,772,Frite fraiche,10.09,Fruits_et_légumes,Légumes,cru sous vide,,Kg,0.89 €,kg,1,24,0,1.87,19.10,0.22,379,89.50,0.03,0.70,1
EMApp,773,Frisée,10.10,Fruits_et_légumes,Légumes,brut,epluchée,Kg,2.50 €,kg,1,37,0,1.20,1.30,0.30,53,13,0.06,0.95,1
EMApp,774,Frisée,10.10,Fruits_et_légumes,Légumes,brut,,Kg,2.05 €,kg,1,37,0,1.20,1.30,0.30,53,13,0.06,0.95,0.90
EMApp,775,Friand viande,10.04,Surgelés,Surgelé entrée,surgelé,viande 65g,unité,0.09 €,piece,0.065,16.20,727,12.70,14.80,22.60,1320,317,11.50,0,1
EMApp,776,Friand fromage,10.04,Surgelés,Surgelé entrée,surgelé,fromage 65g,unité,0.08 €,piece,0.065,119,574,7.22,27.50,20.60,1380,332,0,0,1
EMApp,777,Framboise surgelée,10.03,Surgelés,Surgelé fruit,surgelé,,Kg,5.62 €,kg,1,20.60,3.45,1.40,4.25,0.30,188,45,0,0,1
EMApp,778,Framboise,10.10,Fruits_et_légumes,Fruits,brut,,Kg,2.50 €,kg,1,20.60,3.45,1.40,4.25,0.30,188,45,0.02,4.25,1
EMApp,779,Fraise Melba,10.04,Surgelés,Surgelé dessert,surgelé,120ml,unité,0.22 €,piece,0.125,0,0,0.70,29.80,3,630,149,0,0,1
EMApp,780,extrait de Fraise,10.14,Epicerie,Epicerie,,liquide,litre,2.62 €,litre,1,0,0,0.00,0,0,0,0,0,0,1
EMApp,781,Fraise,10.10,Fruits_et_légumes,Fruits,brut,,Kg,2.65 €,kg,1,14.90,2.64,0.75,4.06,0.26,120,29,0.05,4.06,0.90
EMApp,782,Fromage-Fourme d’Ambert,10.12,BOF,Fromages affinés à pâte persillée,brut,Portion,kg,8.34 €,piece,0.020,443,921,19.80,4.14,28.50,1470,355,18.40,0,1
EMApp,783,Fond de veau,10.14,Epicerie,Epicerie,,liquide,Pot,2.47 €,litre,1,0,0,0.50,1.50,0.50,45,10,0,0,1
EMApp,784,Fond de tarte indiv feuilletée,10.14,Epicerie,Epicerie,déshydraté,,Unité,0.40 €,piece,0.035,19,627,5.90,48.80,31,2150,517,13.90,0,1
EMApp,785,Fond de tarte indi brisée,10.14,Epicerie,Epicerie,déshydraté,,Unité,0.33 €,piece,0.040,17,690,7.50,58.30,26.40,2110,505,6.54,0,1
EMApp,786,Fond d’artichaut,10.14,Epicerie,Epicerie,appertisé,Boite 3/1,Boite 3/1,8.20 €,kg,1,43.10,61,2.90,4.84,0.23,180,43.10,0.07,0.99,1
EMApp,787,Fond brun,10.14,Epicerie,Epicerie,,,Pot,6.25 €,kg,1,0,0,0.50,3,0.50,65,15,0,0,1
EMApp,788,Fond blanc de volaille,10.14,Epicerie,Epicerie,,,Pot,3.05 €,kg,1,0,0,0.50,2.50,0.60,90,20,0,0,1
EMApp,789,Veau-Foie,10.07,Viandes_Poissons,Veau,brut,,Kg,12.50 €,kg,1,5,64.80,15.40,7.33,3.82,528,125,1.95,0,0.90
EMApp,790,Boeuf-Foie,10.07,Viandes_Poissons,Bœuf,brut,100-120 g,Kg,4.50 €,kg,1,5.99,81,19.00,5.09,4.46,575,136,1.24,0,0.90
EMApp,791,Foie,10.07,Viandes_Poissons,Volaille,brut,,Kg,5.90 €,kg,1,7,268,24.70,0.17,6.21,653,155,2.06,0,1
EMApp,792,Agneau-Foie,10.07,Viandes_Poissons,Agneau,brut,,Kg,4.50 €,kg,1,8.50,73,19.10,3.25,5.15,570,136,1.47,0,0.90
EMApp,793,Fleurs d'oranger,10.14,Epicerie,Epicerie,,Liquide,Litre,7.56 €,litre,1,0,0,0.00,0,0,0,0,0,0,1
EMApp,794,Flétan (filet),10.08,Viandes_Poissons,Poisson,brut,,Kg,26.36 €,kg,1,29,60,21.10,0,0.97,394,93,0.20,0,0.90
EMApp,795,Flan vanille nappé caramel,10.12,BOF,Yaourts et spécialités laitières type yaourts,brut,pot,piece,0.13 €,piece,0.100,97.30,36.60,2.97,21.60,1.88,490,116,0.95,19.40,1
EMApp,796,Préparation flan vanille,10.14,Epicerie,Epicerie,déshydraté,,kg,16.25 €,kg,1,0,51,0.50,95,0.50,1600,390,0.10,80,1
